THERAPY_TYPE,NAME,COMPOUND__C,CATEGORIES,HCP_ACC,INDICATIONS,CALL_ID,THERAPY_K_TOPIC,THERAPY_TYPE_KEY_ASPECTS,INTERACTION_NUMBER,INTERACTION_STAT,INTERACTION_TYPE,MSL_ID,MSL_NAME,CREATED_DATE,HCP_NUMBER,TL,NPI_NO__PC
Therapy 3,Therapy-984467,Compound 2,Category 4,0029y00000v4PQRST6,Indication 2,v78TR98995YRv2RIYR,Topic 2,Aspect 4,AL788753,Submitted,Face to Face,1293Q881236XqikDIC,7,23.03.2024,Craig Wolfarth,Others,308792125
Therapy 3,Therapy-981857,Compound 1,Category 2,0029y00000w5UVWXY2,Indication 3,v78TR98995YRv9wIYE,Topic 1,Aspect 4,AL787456,Submitted,Telephone,1293Q881236XqWjDIK,2,13.03.2024,Kelby Lunnon,Others,308791945
Therapy 3,Therapy-979969,Compound 2,Category 1,0029y00000x6ZABCDE4,Indication 1,v78TR98995YRvRRIYR,Topic 3,Aspect 2,AL790225,Submitted,VC,1293Q88123708K2DII,10,05.05.2024,Kennan Entres,Others,308792063
Therapy 3,Therapy-984395,Compound 3,Category 4,0029y00000y7FGHIJ8,Indication 2,v78TR98995YRvREIYJ,Topic 4,Aspect 2,AL784350,Submitted,Face to Face,1293Q88123708K2DII,29,15.02.2024,Gael Meak,Others,308791870
Therapy 3,Therapy-982478,Compound 1,Category 3,0029y00000z8KLMNO1,Indication 3,v78TR98995YRvEtIYJ,Topic 4,Aspect 1,AL789811,Submitted,VC,1293Q881236XqWTDI0,11,20.02.2024,Corena Stuckow,Others,308792046
Therapy 3,Therapy-977853,Compound 2,Category 1,0029y00000a9PQRST9,Indication 1,v78TR98995YRvGwIYJ,Topic 4,Aspect 2,AL788288,Submitted,Telephone,1293Q881236XqWYDI0,22,14.05.2024,Rip Riddiough,TL,308792094
Therapy 3,Therapy-985493,Compound 3,Category 2,0029y00000b0UVWXY6,Indication 2,v78TR98995YRvGwIYJ,Topic 4,Aspect 2,AL788345,Submitted,Digital,1293Q881236XqWYDI0,28,03.02.2024,Fenelia Scoble,TL,308792062
Therapy 3,Therapy-986109,Compound 1,Category 3,0029y00000c1ZABCDE3,Indication 3,v78TR98995YRvMRIYR,Topic 3,Aspect 4,AL790351,Submitted,Face to Face,1293Q881236XqWTDI0,4,11.01.2024,Padgett Robard,Others,308791920
Therapy 3,Therapy-979817,Compound 2,Category 4,0029y00000d2FGHIJ5,Indication 1,v78TR98995YRvE2IYJ,Topic 2,Aspect 4,AL792476,Submitted,Digital,1293Q8812373uiFDIQ,29,10.01.2024,Kissee Swigg,TL,308791887
Therapy 3,Therapy-981723,Compound 1,Category 1,0029y00000e3KLMNO4,Indication 2,v78TR98995YRvUSIYR,Topic 2,Aspect 1,AL787585,Submitted,VC,1293Q881236XqWjDIK,26,23.06.2024,Adelice Holdin,Others,308792047
Therapy 3,Therapy-981267,Compound 3,Category 4,0029y00000f4PQRST0,Indication 3,v78TR98995YRvWtIYJ,Topic 4,Aspect 2,AL788858,Submitted,Telephone,1293Q8812373uiPDIQ,2,10.05.2024,Efren Fetherstan,Others,308791871
Therapy 3,Therapy-981384,Compound 2,Category 2,0029y00000g5UVWXY9,Indication 1,v78TR98995YRvYOIYR,Topic 3,Aspect 1,AL786308,Submitted,Face to Face,1293Q881236XqWjDIK,28,03.03.2024,Honey Fanning,Others,308791903
Therapy 3,Therapy-985108,Compound 1,Category 3,0029y00000h6ZABCDE7,Indication 2,v78TR98995YRvdEIYR,Topic 1,Aspect 2,AL784516,Submitted,Telephone,1293Q8812373uiPDIQ,30,01.02.2024,Stormi Rennox,TL,308792124
Therapy 3,Therapy-985269,Compound 3,Category 1,0029y00000i7FGHIJ2,Indication 3,v78TR98995YRvguIYE,Topic 1,Aspect 1,AL787540,Submitted,VC,1293Q881236XqWGDI0,18,11.04.2024,Curry Lednor,TL,308791925
Therapy 3,Therapy-983560,Compound 2,Category 3,0029y00000j8KLMNO5,Indication 1,v78TR98995YRvJRIYJ,Topic 4,Aspect 3,AL790133,Submitted,Digital,1293Q881236XqWJDI0,23,19.04.2024,Wanda Droghan,TL,308792160
Therapy 3,Therapy-980942,Compound 1,Category 2,0029y00000k9PQRST8,Indication 2,v78TR98995YRuqEIYR,Topic 4,Aspect 2,AL788909,Submitted,Face to Face,1293Q8812373uiFDIQ,10,14.04.2024,Shelley Boyse,Others,308792161
Therapy 3,Therapy-983453,Compound 2,Category 4,0029y00000l0UVWXY1,Indication 3,v78TR98995YRutRIYR,Topic 1,Aspect 3,AL789102,Submitted,VC,1293Q8812373uiFDIQ,20,11.01.2024,Casar Semmence,Others,308791975
Therapy 3,Therapy-984417,Compound 3,Category 1,0029y00000m1ZABCDE6,Indication 1,v78TR98995YRuyjIYE,Topic 1,Aspect 3,AL785933,Submitted,Telephone,1293Q8812373uiFDIQ,24,04.04.2024,Laurie Niemiec,TL,308791946
Therapy 3,Therapy-982985,Compound 1,Category 2,0029y00000n2FGHIJ3,Indication 2,v78TR98995YRv1YIYR,Topic 4,Aspect 1,AL784743,Submitted,Digital,1293Q8812373uiFDIQ,4,07.06.2024,Gram Berick,Others,308792100
Therapy 3,Therapy-985868,Compound 3,Category 3,0029y00000o3KLMNO2,Indication 3,v78TR98995YRvjUIYR,Topic 2,Aspect 2,AL784952,Submitted,Face to Face,1293Q8812373uiFDIQ,6,27.04.2024,Wildon Imms,Others,308792189
Therapy 3,Therapy-982650,Compound 2,Category 4,0029y00000p4PQRST1,Indication 1,v78TR98995YRvkXIYR,Topic 3,Aspect 4,AL788307,Submitted,Telephone,1293Q881236XqikDIC,17,21.05.2024,Hanan Ketts,Others,308792110
Therapy 3,Therapy-986659,Compound 1,Category 2,0029y00000q5UVWXY0,Indication 2,v78TR98995YRvnDIYR,Topic 4,Aspect 1,AL787726,Submitted,VC,1293Q881236XqWjDIK,18,04.05.2024,Lazaro Demangel,TL,308792150
Therapy 3,Therapy-979014,Compound 2,Category 1,0029y00000r6ZABCDE4,Indication 3,v78TR98995YRvnNIYR,Topic 2,Aspect 3,AL791845,Submitted,Digital,1293Q881236XqWjDIK,21,07.01.2024,Eleanor Burlingame,Others,308792049
Therapy 3,Therapy-979934,Compound 3,Category 4,0029y00000s7FGHIJ8,Indication 1,v78TR98995YRvqXIYR,Topic 3,Aspect 3,AL788750,Submitted,Telephone,1293Q881236UtQ9DIK,19,25.05.2024,Emilio Bispham,TL,308791927
Therapy 3,Therapy-978984,Compound 1,Category 3,0029y00000t8KLMNO5,Indication 2,v78TR98995YRvtHIYR,Topic 2,Aspect 1,AL787437,Submitted,Face to Face,1293Q881236XqelDIC,22,09.05.2024,Dulciana Cinavas,Others,308791947
Therapy 3,Therapy-987355,Compound 2,Category 1,0029y00000u9PQRST9,Indication 3,v78TR98995YRvtRIYR,Topic 1,Aspect 4,AL786344,Submitted,VC,1293Q881236XqelDIC,16,01.01.2024,Minnie Whithalgh,TL,308792147
Therapy 3,Therapy-987344,Compound 1,Category 2,0029y00000v0UVWXY3,Indication 1,v78TR98995YRvuVIYR,Topic 2,Aspect 1,AL792562,Submitted,Digital,1293Q881236XqWGDI0,24,26.02.2024,Gilli Runnalls,TL,308792082
Therapy 3,Therapy-979462,Compound 3,Category 3,0029y00000w1ZABCDE2,Indication 2,v78TR98995YRvyRIYE,Topic 1,Aspect 1,AL790353,Submitted,Telephone,1293Q881236XqelDIC,2,19.02.2024,Normy Baldassi,Others,308791966
Therapy 3,Therapy-983595,Compound 2,Category 4,0029y00000x2FGHIJ6,Indication 3,v78TR98995YRvKOIYR,Topic 4,Aspect 2,AL788652,Submitted,Face to Face,1293Q8812373uiFDIQ,1,13.02.2024,Hermia McRannell,Others,308791872
Therapy 3,Therapy-980459,Compound 1,Category 1,0029y00000y3KLMNO0,Indication 1,v78TR98995YRw1tIYE,Topic 1,Aspect 3,AL791059,Submitted,VC,1293Q881236XqWjDIK,20,26.01.2024,Tab Adolthine,Others,308791953
Therapy 3,Therapy-981153,Compound 3,Category 3,0029y00000z4PQRST5,Indication 2,v78TR98995YRw6HIYR,Topic 2,Aspect 1,AL791606,Submitted,Digital,1293Q881236XqXDIA0,19,07.03.2024,Pam Beddows,Others,308791983
Therapy 3,Therapy-981964,Compound 2,Category 2,0029y00000a5UVWXY7,Indication 3,v78TR98995YRw37IYE,Topic 4,Aspect 1,AL792327,Submitted,Telephone,1293Q8812373uiFDIQ,17,20.02.2024,Ashlin Graben,TL,308792130
Therapy 3,Therapy-979324,Compound 1,Category 4,0029y00000b6ZABCDE8,Indication 1,v78TR98995YRwYOIYR,Topic 1,Aspect 1,AL791518,Submitted,Digital,1293Q881236XqWTDI0,28,04.06.2024,Terrie Rodliff,TL,308792097
Therapy 3,Therapy-977824,Compound 2,Category 1,0029y00000c7FGHIJ1,Indication 2,v78TR98995YRwERIYJ,Topic 2,Aspect 4,AL788765,Submitted,Face to Face,1293Q881236XqWhDIK,21,18.05.2024,Lyndsay Levene,TL,308792113
Therapy 1,Therapy-979662,Compound 3,Category 2,0029y00000d8KLMNO9,Indication 3,v78TR98995YRwF0IYJ,Topic 1,Aspect 4,AL786491,Submitted,Telephone,1293Q881236XqWTDI0,22,06.02.2024,Heddi Schulze,Others,308791953
Therapy 2,Therapy-982129,Compound 1,Category 4,0029y00000e9PQRST2,Indication 1,v78TR98995YRwWSIYR,Topic 2,Aspect 2,AL792087,Submitted,VC,1293Q881236XqikDIC,15,14.04.2024,Mira Siegertsz,Others,308792063
Therapy 3,Therapy-986806,Compound 2,Category 3,0029y00000f0UVWXY4,Indication 2,v78TR98995YRwhOIYR,Topic 4,Aspect 1,AL789955,Submitted,Face to Face,1293Q881236XqWGDI0,25,12.03.2024,Ingar Derr,Others,308792011
Therapy 1,Therapy-983242,Compound 3,Category 1,0029y00000g1ZABCDE6,Indication 3,v78TR98995YRwhOIYR,Topic 4,Aspect 2,AL786782,Submitted,VC,1293Q881236XqWGDI0,20,24.05.2024,Shirlene Thunderchief,TL,308792014
Therapy 2,Therapy-977892,Compound 1,Category 2,0029y00000h2FGHIJ0,Indication 1,v78TR98995YRwneIYE,Topic 4,Aspect 1,AL789337,Submitted,Digital,1293Q88123708K2DII,22,12.06.2024,Brittany Simmen,TL,308791928
Therapy 3,Therapy-981147,Compound 2,Category 3,0029y00000i3KLMNO3,Indication 2,v78TR98995YRwneIYE,Topic 3,Aspect 1,AL787710,Submitted,Telephone,1293Q881236XqWjDIK,15,13.02.2024,Leandra Fernier,TL,308791947
Therapy 1,Therapy-980386,Compound 1,Category 4,0029y00000j4PQRST8,Indication 3,v78TR98995YRwqeIYE,Topic 1,Aspect 4,AL790322,Submitted,Face to Face,1293Q881236XqWYDI0,11,25.04.2024,Kaia Swepson,Others,308792123
Therapy 2,Therapy-984084,Compound 3,Category 1,0029y00000k5UVWXY1,Indication 1,v78TR98995YRwsgIYE,Topic 1,Aspect 2,AL787459,Submitted,Digital,1293Q881236XqWTDI0,3,08.04.2024,Gideon Beviss,Others,308792094
Therapy 3,Therapy-979549,Compound 2,Category 4,0029y00000l6ZABCDE5,Indication 2,v78TR98995YRwVoIYJ,Topic 2,Aspect 4,AL786302,Submitted,VC,1293Q8812373uiFDIQ,28,01.04.2024,Stephan Liverseege,Others,308792040
Therapy 1,Therapy-987465,Compound 1,Category 2,0029y00000m7FGHIJ9,Indication 3,v78TR98995YRwf5IYE,Topic 3,Aspect 2,AL789718,Submitted,Telephone,1293Q8812373uiFDIQ,13,09.06.2024,Margaux Bushel,TL,308791950
Therapy 2,Therapy-981590,Compound 3,Category 3,0029y00000n8KLMNO2,Indication 1,v78TR98995YRwE1IYJ,Topic 1,Aspect 4,AL790470,Submitted,Face to Face,1293Q88123708K2DII,8,28.02.2024,Paquito Bothwell,TL,308792190
Therapy 3,Therapy-981942,Compound 2,Category 1,0029y00000o9PQRST7,Indication 2,v78TR98995YRx5lIYE,Topic 4,Aspect 4,AL790019,Submitted,Telephone,1293Q881236XqWhDIK,20,25.05.2024,Manon Files,TL,308792048
Therapy 1,Therapy-985242,Compound 1,Category 2,0029y00000p0UVWXY4,Indication 3,v78TR98995YRx6tIYE,Topic 1,Aspect 4,AL788414,Submitted,VC,1293Q881236XqXDIA0,16,25.02.2024,Austin Trewhela,Others,308791988
Therapy 2,Therapy-979919,Compound 2,Category 3,0029y00000q1ZABCDE3,Indication 1,v78TR98995YRx7SIYR,Topic 1,Aspect 1,AL785711,Submitted,Digital,1293Q8812373uiPDIQ,12,27.04.2024,Dynah Dressel,TL,308791992
Therapy 3,Therapy-987429,Compound 3,Category 4,0029y00000r2FGHIJ6,Indication 2,v78TR98995YRx7TIYR,Topic 1,Aspect 4,AL785493,Submitted,Face to Face,1293Q8812373uiPDIQ,30,28.06.2024,Levon Ayer,Others,308791935
Therapy 1,Therapy-983243,Compound 1,Category 3,0029y00000s3KLMNO5,Indication 3,v78TR98995YRx0RIYR,Topic 4,Aspect 2,AL786191,Submitted,VC,1293Q8812373uiFDIQ,3,21.05.2024,Theodore Longmaid,TL,308792197
Therapy 2,Therapy-982854,Compound 3,Category 1,0029y00000t4PQRST1,Indication 1,v78TR98995YRxEFIYR,Topic 1,Aspect 3,AL787539,Submitted,Telephone,1293Q88123708K2DII,3,01.02.2024,Kimble Jump,Others,308792050
Therapy 3,Therapy-977872,Compound 2,Category 2,0029y00000u5UVWXY0,Indication 2,v78TR98995YRxeYIYR,Topic 3,Aspect 3,AL788245,Submitted,Digital,1293Q881236XqelDIC,4,11.01.2024,Bernetta Lanaway,Others,308792049
Therapy 1,Therapy-986252,Compound 1,Category 4,0029y00000v6ZABCDE7,Indication 3,v78TR98995YRxF7IYJ,Topic 2,Aspect 4,AL790015,Submitted,Face to Face,1293Q881236UtQ9DIK,6,23.03.2024,Wilt Sember,Others,308791944
Therapy 2,Therapy-986550,Compound 2,Category 1,0029y00000w7FGHIJ8,Indication 1,v78TR98995YRxHDIYR,Topic 2,Aspect 2,AL791452,Submitted,Telephone,1293Q881236XqWODI0,12,30.04.2024,Sonny Paulusch,TL,308792127
Therapy 3,Therapy-979077,Compound 3,Category 2,0029y00000x8KLMNO9,Indication 2,v78TR98995YRxJiIYJ,Topic 2,Aspect 2,AL787937,Submitted,VC,1293Q881236XqXDIA0,6,09.06.2024,Chrysler Bruni,Others,308792012
Therapy 1,Therapy-979812,Compound 1,Category 3,0029y00000y9PQRST3,Indication 3,v78TR98995YRxFHIYR,Topic 3,Aspect 3,AL786287,Submitted,Digital,1293Q8812373uiFDIQ,2,07.06.2024,Gilbertina Cannings,TL,308792164
Therapy 2,Therapy-977945,Compound 2,Category 4,0029y00000z0UVWXY6,Indication 1,v78TR98995YRwywIYE,Topic 4,Aspect 3,AL784267,Submitted,Telephone,1293Q8812373uiFDIQ,13,23.03.2024,Nicky Bail,TL,308792033
Therapy 3,Therapy-979061,Compound 1,Category 2,0029y00000a1ZABCDE4,Indication 2,v78TR98995YRwywIYE,Topic 1,Aspect 4,AL786593,Submitted,Face to Face,1293Q8812373uiFDIQ,16,18.03.2024,Rutledge Lowrey,Others,308792174
Therapy 1,Therapy-985230,Compound 3,Category 1,0029y00000b2FGHIJ5,Indication 3,v78TR98995YRxHhIYJ,Topic 1,Aspect 4,AL787177,Submitted,VC,1293Q8812373uiFDIQ,9,27.02.2024,Justis Haffard,Others,308792026
Therapy 2,Therapy-981967,Compound 2,Category 3,0029y00000c3KLMNO1,Indication 1,v78TR98995YRxQRIYR,Topic 4,Aspect 3,AL784399,Submitted,Digital,1293Q881236XqWhDIK,19,04.02.2024,Marnia Bolesworth,Others,308791951
Therapy 3,Therapy-979605,Compound 1,Category 4,0029y00000d4PQRST8,Indication 2,v78TR98995YRxRmIYE,Topic 4,Aspect 2,AL787581,Submitted,Telephone,1293Q881236XqWjDIK,1,23.04.2024,Rafi Moiser,Others,308792143
Therapy 1,Therapy-979850,Compound 3,Category 1,0029y00000e5UVWXY0,Indication 3,v78TR98995YRxLeIYJ,Topic 2,Aspect 3,AL784873,Submitted,Face to Face,1293Q881236XqWhDIK,20,03.01.2024,Benni Evetts,TL,308792164
Therapy 2,Therapy-980879,Compound 2,Category 4,0029y00000f6ZABCDE9,Indication 1,v78TR98995YRxhOIYR,Topic 2,Aspect 3,AL784665,Submitted,VC,1293Q881236XqWTDI0,29,01.02.2024,Wanda Kemp,TL,308791926
Therapy 3,Therapy-981942,Compound 1,Category 2,0029y00000g7FGHIJ2,Indication 2,v78TR98995YRxlrIYE,Topic 1,Aspect 4,AL785184,Submitted,Digital,1293Q881236XqWjDIK,30,19.04.2024,Tamma Childers,Others,308792124
Therapy 1,Therapy-984592,Compound 2,Category 3,0029y00000h8KLMNO3,Indication 3,v78TR98995YRy0oIYE,Topic 1,Aspect 1,AL792061,Submitted,Telephone,1293Q881236XqelDIC,20,11.02.2024,Royal Flips,Others,308791912
Therapy 2,Therapy-987539,Compound 3,Category 1,0029y00000i9PQRST6,Indication 1,v78TR98995YRy2mIYE,Topic 2,Aspect 2,AL790144,Submitted,Digital,1293Q881236XqXDIA0,29,14.05.2024,Melinda Maywood,TL,308792181
Therapy 3,Therapy-979922,Compound 1,Category 2,0029y00000j0UVWXY4,Indication 2,v78TR98995YRy3uIYE,Topic 2,Aspect 1,AL785538,Submitted,Face to Face,1293Q881236XqXDIA0,19,26.03.2024,Yalonda Frugier,TL,308792109
Therapy 1,Therapy-986066,Compound 2,Category 3,0029y00000k1ZABCDE5,Indication 3,v78TR98995YRy6YIYR,Topic 2,Aspect 1,AL785444,Submitted,Telephone,1293Q881236XqikDIC,6,25.03.2024,Clerkclaude Mordie,Others,308791888
Therapy 2,Therapy-982745,Compound 3,Category 4,0029y00000l2FGHIJ1,Indication 1,v78TR98995YRy7NIYR,Topic 2,Aspect 3,AL784527,Submitted,VC,1293Q881236XqXDIA0,30,09.05.2024,Valene Dyster,TL,308792196
Therapy 3,Therapy-981992,Compound 1,Category 1,0029y00000m3KLMNO7,Indication 2,v78TR98995YRy9yIYE,Topic 2,Aspect 1,AL786894,Submitted,Face to Face,1293Q881236XqXDIA0,30,17.01.2024,Freda Whewill,TL,308792085
Therapy 1,Therapy-979268,Compound 2,Category 3,0029y00000n4PQRST3,Indication 3,v78TR98995YRuR3IYE,Topic 4,Aspect 3,AL790288,Submitted,VC,1293Q881236XqWTDI0,12,25.04.2024,Gretna Scandrite,TL,308792181
Therapy 2,Therapy-978473,Compound 1,Category 2,0029y00000o5UVWXY9,Indication 1,v78TR98995YRv2WIYR,Topic 4,Aspect 3,AL788086,Submitted,Telephone,1293Q881236XqikDIC,20,05.02.2024,Sadye Ronci,Others,308791983
Therapy 3,Therapy-981582,Compound 3,Category 4,0029y00000p6ZABCDE8,Indication 2,v78TR98995YRvEyIYJ,Topic 2,Aspect 4,AL786711,Submitted,Digital,1293Q881236XqWjDIK,12,23.05.2024,Stepha Giottoi,Others,308791949
Therapy 1,Therapy-985524,Compound 2,Category 2,0029y00000q7FGHIJ0,Indication 3,v78TR98995YRvJYIYJ,Topic 1,Aspect 3,AL786733,Submitted,Face to Face,1293Q881236XqikDIC,29,03.03.2024,Elvin McMenemy,TL,308792089
Therapy 2,Therapy-979845,Compound 1,Category 1,0029y00000r8KLMNO6,Indication 1,v78TR98995YRvRwIYJ,Topic 4,Aspect 1,AL785116,Submitted,Digital,1293Q881236XqikDIC,26,10.01.2024,Mamie Greenlees,Others,308792179
Therapy 3,Therapy-978762,Compound 3,Category 4,0029y00000s9PQRST2,Indication 2,v78TR98995YRvRNIYR,Topic 2,Aspect 1,AL790407,Submitted,VC,1293Q8812373uiPDIQ,29,30.04.2024,Joya Pavitt,TL,308792128
Therapy 1,Therapy-981309,Compound 2,Category 3,0029y00000t0UVWXY1,Indication 3,v78TR98995YRvdQIYR,Topic 4,Aspect 3,AL791465,Submitted,Telephone,1293Q8812373uiPDIQ,2,22.02.2024,Tully Walasik,TL,308791931
Therapy 2,Therapy-984125,Compound 1,Category 1,0029y00000u1ZABCDE4,Indication 1,v78TR98995YRvIRIYR,Topic 4,Aspect 1,AL791385,Submitted,Face to Face,1293Q881236XqWJDI0,8,16.01.2024,Mabel Georgescu,Others,308792067
Therapy 3,Therapy-985098,Compound 2,Category 2,0029y00000v2FGHIJ9,Indication 2,v78TR98995YRvlWIYR,Topic 4,Aspect 4,AL785079,Submitted,Telephone,1293Q8812373uiFDIQ,20,26.04.2024,Lucita Turban,TL,308791998
Therapy 1,Therapy-984089,Compound 3,Category 3,0029y00000w3KLMNO2,Indication 3,v78TR98995YRvlEIYE,Topic 4,Aspect 2,AL786666,Submitted,VC,1293Q8812373uiFDIQ,22,23.05.2024,Adrienne Margram,Others,308792184
Therapy 2,Therapy-978165,Compound 1,Category 4,0029y00000x4PQRST5,Indication 1,v78TR98995YRvmjIYE,Topic 4,Aspect 1,AL792612,Submitted,Digital,1293Q881236XqelDIC,24,31.03.2024,Natasha Mateuszczyk,Others,308792184
Therapy 3,Therapy-978554,Compound 3,Category 1,0029y00000y5UVWXY7,Indication 2,v78TR98995YRvmtIYE,Topic 3,Aspect 1,AL789528,Submitted,Face to Face,1293Q881236XqelDIC,3,06.03.2024,Magdaia Dupoy,Others,308792163
Therapy 1,Therapy-984054,Compound 2,Category 4,0029y00000z6ZABCDE1,Indication 3,v78TR98995YRvmyIYE,Topic 3,Aspect 1,AL785873,Submitted,VC,1293Q881236XqelDIC,15,19.02.2024,Thoma Bolingbroke,Others,308791948
Therapy 2,Therapy-979614,Compound 1,Category 2,0029y00000a7FGHIJ3,Indication 1,v78TR98995YRvnFIYR,Topic 4,Aspect 2,AL787438,Submitted,Telephone,1293Q881236XqWjDIK,2,31.01.2024,Daniele Johncey,Others,308791995
Therapy 3,Therapy-987613,Compound 2,Category 3,0029y00000b8KLMNO0,Indication 2,v78TR98995YRvoqIYE,Topic 3,Aspect 3,AL792409,Submitted,Digital,1293Q881236XqelDIC,16,05.01.2024,Aristotle Tranfield,Others,308792018
Therapy 1,Therapy-980129,Compound 3,Category 1,0029y00000c9PQRST6,Indication 3,v78TR98995YRvRxIYE,Topic 1,Aspect 2,AL792552,Submitted,Face to Face,1293Q881236XqWTDI0,29,25.01.2024,Fredelia Whayman,TL,308791987
Therapy 2,Therapy-984002,Compound 1,Category 2,0029y00000d0UVWXY8,Indication 1,v78TR98995YRw3MIYR,Topic 1,Aspect 1,AL785515,Submitted,Telephone,1293Q881236XqWhDIK,29,19.06.2024,Harlene Winborn,TL,308791896
Therapy 3,Therapy-984258,Compound 2,Category 3,0029y00000e1ZABCDE2,Indication 2,v78TR98995YRw8rIYE,Topic 1,Aspect 2,AL786817,Submitted,VC,1293Q881236XqWYDI0,22,21.01.2024,Fernandina Woolam,TL,308792077
Therapy 1,Therapy-980239,Compound 1,Category 4,0029y00000f2FGHIJ4,Indication 3,v78TR98995YRw8rIYE,Topic 2,Aspect 3,AL788928,Submitted,Digital,1293Q881236XqWYDI0,20,08.05.2024,Alfy Slark,TL,308791969
Therapy 2,Therapy-986667,Compound 3,Category 1,0029y00000g3KLMNO5,Indication 1,v78TR98995YRwGEIYR,Topic 4,Aspect 4,AL788112,Submitted,Telephone,1293Q881236LqcJDIM,1,10.06.2024,Blair Jaskiewicz,TL,308792080
Therapy 3,Therapy-979785,Compound 2,Category 3,0029y00000h4PQRST1,Indication 2,v78TR98995YRwLsIYJ,Topic 3,Aspect 1,AL790611,Submitted,Face to Face,1293Q88123708K2DII,7,16.03.2024,Augustus Daughton,TL,308792039
Therapy 1,Therapy-982952,Compound 1,Category 2,0029y00000i5UVWXY0,Indication 3,v78TR98995YRwM2IYJ,Topic 3,Aspect 4,AL784557,Submitted,VC,1293Q881236XqelDIC,1,14.05.2024,Joline Moden,TL,308792102
Therapy 2,Therapy-983767,Compound 3,Category 4,0029y00000j6ZABCDE9,Indication 1,v78TR98995YRwNUIYR,Topic 4,Aspect 1,AL790600,Submitted,Digital,1293Q881236XqelDIC,17,11.01.2024,Zsazsa Owers,Others,308791966
Therapy 3,Therapy-981851,Compound 2,Category 2,0029y00000k7FGHIJ8,Indication 2,v78TR98995YRwS6IYJ,Topic 4,Aspect 3,AL789721,Submitted,Telephone,1293Q881236XqelDIC,3,05.05.2024,Westbrooke Wellwood,Others,308792036
Therapy 1,Therapy-984090,Compound 1,Category 1,0029y00000l8KLMNO7,Indication 3,v78TR98995YRwXRIYJ,Topic 1,Aspect 1,AL787044,Submitted,Face to Face,1293Q881236LqcJDIM,23,08.04.2024,Marie-ann Litel,TL,308791958
Therapy 2,Therapy-980591,Compound 2,Category 4,0029y00000m9PQRST3,Indication 1,v78TR98995YRwlEIYR,Topic 3,Aspect 3,AL786928,Submitted,VC,1293Q881236LqcJDIM,2,24.06.2024,Jorey Fleckno,Others,308792049
Therapy 3,Therapy-984949,Compound 3,Category 3,0029y00000n0UVWXY2,Indication 2,v78TR98995YRwlRIYR,Topic 2,Aspect 1,AL785268,Submitted,Digital,1293Q881236XqWjDIK,2,10.06.2024,Winny Ludford,TL,308792071
Therapy 1,Therapy-978524,Compound 1,Category 1,0029y00000o1ZABCDE4,Indication 3,v78TR98995YRx38IYE,Topic 3,Aspect 3,AL791581,Submitted,Telephone,1293Q881236UtQ9DIK,2,04.03.2024,Ellswerth Blaydon,TL,308791947
Therapy 2,Therapy-982675,Compound 2,Category 2,0029y00000p2FGHIJ5,Indication 1,v78TR98995YRx6FIYR,Topic 2,Aspect 1,AL787563,Submitted,Digital,1293Q881236LqcJDIM,27,04.06.2024,Benedict Halifax,Others,308791916
Therapy 3,Therapy-979923,Compound 3,Category 3,0029y00000q3KLMNO1,Indication 2,v78TR98995YRx86IYE,Topic 1,Aspect 3,AL788629,Submitted,Face to Face,1293Q8812373uiPDIQ,17,26.02.2024,Rustie Peealess,Others,308791897
Therapy 1,Therapy-978630,Compound 1,Category 4,0029y00000r4PQRST9,Indication 3,v78TR98995YRx8QIYR,Topic 3,Aspect 1,AL792305,Submitted,Telephone,1293Q881236XqWhDIK,9,11.03.2024,Lannie Pache,Others,308791915
Therapy 2,Therapy-983878,Compound 2,Category 1,0029y00000s5UVWXY8,Indication 1,v78TR98995YRwODIYR,Topic 2,Aspect 3,AL784914,Submitted,VC,1293Q881236XqWJDI0,11,29.01.2024,Elke Innocenti,Others,308792083
Therapy 3,Therapy-981344,Compound 1,Category 4,0029y00000t6ZABCDE7,Indication 2,v78TR98995YRwODIYR,Topic 1,Aspect 3,AL789363,Submitted,Face to Face,1293Q881236XqelDIC,25,07.01.2024,Kim Wilbor,Others,308792043
Therapy 1,Therapy-982854,Compound 3,Category 2,0029y00000u7FGHIJ0,Indication 3,v78TR98995YRxDkIYJ,Topic 3,Aspect 3,AL791647,Submitted,VC,1293Q8812373uiFDIQ,7,29.03.2024,Creight Atterbury,TL,308792181
Therapy 2,Therapy-984487,Compound 2,Category 3,0029y00000v8KLMNO3,Indication 1,v78TR98995YRxJnIYJ,Topic 4,Aspect 1,AL792617,Submitted,Digital,1293Q8812373uiPDIQ,14,26.02.2024,Sabine Antognetti,Others,308792030
Therapy 3,Therapy-979532,Compound 1,Category 1,0029y00000w9PQRST6,Indication 2,v78TR98995YRxKHIYR,Topic 2,Aspect 4,AL791085,Submitted,Telephone,1293Q881236XqWjDIK,3,08.05.2024,Milton Gryglewski,Others,308792154
Therapy 1,Therapy-980131,Compound 3,Category 3,0029y00000x0UVWXY1,Indication 3,v78TR98995YRxYjIYJ,Topic 2,Aspect 3,AL786831,Submitted,Face to Face,1293Q881236XqWjDIK,12,20.03.2024,Barbi Cathcart,TL,308791983
